country	review_text	taste	varieta
china	Those who bought and sent to friends had been drunk before, worth the price.		port
china	Special purchase, high cost performance, good Shiraz, balance, good entrance		port
china	The wine has not been drunk and the packaging is intact. I hope to have a surprise.		port
china	The body is mellow, the taste is rich and the price is cheaper than others		port
china	Very good, very good value, but unfortunately out of stock		port
china	Cabernet Sauvignon saves a bit longer than Merlot, good wine, but not drink		port
china	In terms of Cabernet Sauvignon and Syrah, the impression given by Cabernet Sauvignon is particularly direct. The iconic taste, although not surprising, has no shortcomings and is overall satisfactory; in comparison, Syrah is inferior. More than that, the texture is ambiguous, and the middle taste is almost plain boiled water. The taste is thin and flat, and Shiraz is disappointing!		port
china	I seem to have engaged in activities to buy, bought two bottles, only sent a bottle, go back and check the order, the above is the number actually turned into a bottle, can not be reconciled, there is a re-buy the other, but also set two bottles Which is still a bottle, and then my order will be changed from two bottles into a bottle, what should I do?		port
china	OK! I never rated it before, I don't know how many points have been wasted. Now I know that points can be exchanged for money. I have to evaluate it well. Later, I copied the passage away. I can earn points, save trouble, and where to go. , directly issued on it, recommend it to everyone! !		port
china	Marquis red wine has been several, especially like Pinot Noir, is a cork; activity price 168.5, worth recommending.		port
china	This medium-bodied wine is medium-bodied, with no bones and bitterness. It's worth more than 200! Originally there were some hopes for Chilean Cabernet Sauvignon, and several different trials. It seems that Cabernet Sauvignon in Chile is not as good as Napa, but the quality of American wine is not uniform and it is not easy to master. Bordeaux has been fried. Did not cost too early, personal feeling or Coonawarra's Cabernet Sauvignon is the most cost-effective.		port
china	149 start, affordable, overall service is good, but the only drawback is: grape harvesting is 14 years, 15 years filling, this and 10 may not be comparable.		port
china	Rich in taste, full of fruitiness, promotes 150 income, earns		port
china	I never rated it before, I don't know how many points have been wasted. Now I know that points can be exchanged for money. I have to evaluate it well. Later, I copied the passage away. I can earn points, save trouble, and where to go. , directly issued on it, recommend it to everyone! !		port
china	Feeling is not filtered? Excessive wall hanging? ? Decanter inner surface. The taste is still available, Merle was already softer. Mello drank too much and later turned to Pinot Noir.		port
china	In the same period, two bottles were imported, one from a friend and the other bottle. It was a problem. Not recommended for purchase		port
china	After the bottle opened, the scent had a clear fruity sensation, and it was refreshed for more than half an hour. The oak barrel tasted very well and there was a distinct woody smell. The entrance acidity was low, the tannins were medium, and there was almost no bitterness. It was quite comfortable to drink.		port
china	Do not know how to do this, send the wrong address, send it directly in the cupboard, received a text message does not know what is wrong, so no refusal. Three points to yourself, confusing		port
china	In September last year, I ordered two bottles of Kameni. I had a drink yesterday and I was bitter. I watched the picking of the label in 2015. I canned it in March 2017. At home, I was kept away from the light. I haven’t bought a few drinks in Amazon. Encountered like this, hey, no longer dare to		port
china	On the weekend, I had friends cooking at home, trying to make a braised pork, two whole dishes, and opening a bottle of Marquis Merlot. It feels good to match. A bottle of meal did not finish, eat some cheese in the evening, is also a good match		port
china	Originally intended to drink with pleasure, but it felt wrong to open a bottle, wine cork is very rough, the wine is poured out of color is not normal, at first glance it seems that the color is not very uniform, and it feels very thin, like alcohol plus Pigment tone, drink it really is to verify my thoughts, some Merlot that there is no sense of supple, that is, the feeling of alcohol, as well as unnatural bitterness, the first time in the Amazon to buy alcohol, express broken I will endure three times, but what does it mean to sell me fake wine! Why can't you give zero stars!		port
